Violation_ID,Seller_ID,Violation_Date,Violation_Year,Violation_Type,Severity_Level,Violation_Status,Reported_Source,Affected_Order_Count,Penalty_Amount,Fraud_Linked_Flag,Action_Taken,Resolved_Flag
V00754,47,2023-04-26,2023,Listing Misrepresentation,Medium,Closed,User,2,1398.0,0,Warning Issued,1
V00755,47,2023-05-18,2023,Policy Breach,Medium,Under Investigation,User,11,564.21,0,No Action,0
V00756,47,2023-05-06,2023,Late Fulfillment,Critical,Closed,User,2,4732.41,0,Seller Suspended,1
V00757,47,2023-06-02,2023,Listing Misrepresentation,Critical,Under Investigation,User,5,4683.86,1,Payout Hold,1
V00758,47,2023-10-02,2023,Listing Misrepresentation,High,Closed,System Detection,13,3191.86,1,Payout Hold,1
V00759,47,2023-04-04,2023,Regulatory Non-Compliance,High,Under Investigation,User,17,3060.03,0,Payout Hold,1
V00760,47,2024-11-13,2024,Fraud Suspicion,High,Open,User,5,3151.26,1,Warning Issued,1
V00761,47,2024-05-23,2024,Policy Breach,Critical,Escalated,System Detection,18,7456.14,0,Listing Removed,0
V00762,47,2024-01-01,2024,Fraud Suspicion,Medium,Escalated,User,15,388.74,1,Warning Issued,0
V00763,47,2024-06-26,2024,Policy Breach,Medium,Closed,Compliance Team,10,603.15,0,Warning Issued,1
V00764,47,2024-08-23,2024,Fraud Suspicion,High,Escalated,User,2,2769.66,1,Seller Suspended,0
V00765,47,2024-02-02,2024,Fraud Suspicion,Medium,Closed,User,14,1216.08,1,No Action,1
V00766,47,2025-01-09,2025,Regulatory Non-Compliance,Critical,Under Investigation,User,10,6681.74,0,Seller Suspended,0
V00767,47,2025-02-08,2025,Listing Misrepresentation,High,Escalated,User,7,3279.9,0,Listing Removed,0
V00768,47,2025-03-02,2025,Counterfeit Risk,Low,Closed,User,8,386.48,0,Payout Hold,1
V00769,48,2021-02-18,2021,Listing Misrepresentation,Medium,Escalated,System Detection,3,876.19,0,No Action,1
V00770,48,2021-04-22,2021,Fraud Suspicion,Critical,Under Investigation,Compliance Team,1,7926.03,1,Seller Suspended,0
V00771,48,2021-08-13,2021,Fraud Suspicion,High,Closed,User,8,1218.64,1,Seller Suspended,1
V00772,48,2022-03-13,2022,Fraud Suspicion,High,Closed,Internal Audit,13,2984.47,1,Payout Hold,1
V00773,48,2022-04-26,2022,Fraud Suspicion,High,Escalated,Compliance Team,7,1119.5,1,Warning Issued,0
V00774,48,2022-06-08,2022,Fraud Suspicion,High,Closed,User,3,2531.31,1,No Action,1
V00775,48,2022-02-03,2022,Listing Misrepresentation,High,Open,Compliance Team,14,2003.54,0,Seller Suspended,0
V00776,48,2022-10-18,2022,Product Quality Issue,Medium,Under Investigation,System Detection,6,1171.18,0,Warning Issued,0
V00777,48,2023-04-14,2023,Fraud Suspicion,High,Escalated,Internal Audit,2,2110.13,1,Listing Removed,0
V00778,48,2023-08-01,2023,Late Fulfillment,Critical,Escalated,System Detection,1,3741.07,1,Seller Suspended,0
V00779,48,2023-12-06,2023,Fraud Suspicion,High,Escalated,Compliance Team,14,2057.71,1,Listing Removed,0
V00780,48,2023-08-24,2023,Fraud Suspicion,High,Escalated,User,10,1634.31,1,Payout Hold,0
V00781,48,2024-10-24,2024,Regulatory Non-Compliance,Medium,Closed,System Detection,14,1136.04,0,Listing Removed,1
V00782,48,2024-04-16,2024,Fraud Suspicion,High,Under Investigation,Compliance Team,10,2126.31,1,Payout Hold,0
V00783,48,2024-03-26,2024,Listing Misrepresentation,Critical,Escalated,System Detection,9,3259.56,0,No Action,0
V00784,48,2024-03-18,2024,Fraud Suspicion,High,Open,User,6,1177.48,1,No Action,1
V00785,48,2024-11-07,2024,Regulatory Non-Compliance,Critical,Open,Internal Audit,13,7761.07,0,No Action,1
V00786,48,2025-12-21,2025,Late Fulfillment,High,Under Investigation,Compliance Team,3,1447.8,0,Seller Suspended,0
V00787,48,2025-06-28,2025,Policy Breach,Medium,Under Investigation,Internal Audit,8,1199.13,0,No Action,1
V00788,48,2025-07-09,2025,Counterfeit Risk,Critical,Escalated,User,9,7641.96,1,Seller Suspended,0
V00789,48,2025-10-04,2025,Late Fulfillment,High,Closed,System Detection,14,1268.98,0,No Action,1
V00790,49,2021-08-10,2021,Product Quality Issue,Critical,Escalated,System Detection,6,3156.32,1,Payout Hold,1
V00791,49,2021-12-18,2021,Counterfeit Risk,High,Escalated,User,9,1041.98,1,Payout Hold,1
V00792,49,2021-07-27,2021,Listing Misrepresentation,Critical,Open,User,12,4667.01,0,Payout Hold,1
V00793,49,2021-06-12,2021,Fraud Suspicion,High,Escalated,User,20,1901.51,1,Seller Suspended,0
V00794,49,2022-11-10,2022,Late Fulfillment,Medium,Open,Internal Audit,3,721.16,0,Payout Hold,0
V00795,49,2022-03-14,2022,Counterfeit Risk,Critical,Escalated,Compliance Team,10,6563.64,1,Seller Suspended,0
V00796,49,2022-11-05,2022,Fraud Suspicion,High,Closed,System Detection,16,1117.87,1,Seller Suspended,1
V00797,49,2022-10-22,2022,Policy Breach,Critical,Under Investigation,User,10,7013.63,1,Payout Hold,0
V00798,49,2023-04-07,2023,Fraud Suspicion,Critical,Escalated,Internal Audit,19,4049.53,1,No Action,1
V00799,49,2023-11-02,2023,Late Fulfillment,Medium,Escalated,User,14,1111.91,0,Warning Issued,0
V00800,49,2023-11-17,2023,Counterfeit Risk,Critical,Escalated,System Detection,14,4647.22,1,Seller Suspended,0
V00801,49,2023-08-13,2023,Fraud Suspicion,High,Under Investigation,System Detection,19,3704.46,1,Seller Suspended,0
V00802,49,2023-04-14,2023,Product Quality Issue,Critical,Escalated,Compliance Team,2,5265.34,0,Seller Suspended,0
V00803,49,2024-03-03,2024,Fraud Suspicion,High,Closed,Compliance Team,7,3810.54,1,No Action,1
V00804,49,2024-02-27,2024,Policy Breach,High,Escalated,Compliance Team,4,2191.22,1,Payout Hold,1
V00805,49,2024-04-01,2024,Regulatory Non-Compliance,Medium,Closed,User,18,582.12,0,No Action,1
V00806,49,2024-05-02,2024,Regulatory Non-Compliance,High,Under Investigation,Compliance Team,6,3822.88,0,Seller Suspended,0
V00807,49,2024-05-07,2024,Counterfeit Risk,High,Escalated,System Detection,1,3883.15,1,Listing Removed,0
V00808,49,2025-08-17,2025,Fraud Suspicion,Critical,Open,Internal Audit,3,4525.98,1,Listing Removed,1
V00809,49,2025-05-11,2025,Late Fulfillment,Medium,Escalated,User,16,1370.33,0,Warning Issued,1
V00810,49,2025-05-09,2025,Fraud Suspicion,High,Closed,System Detection,4,2491.66,1,Warning Issued,1
V00811,50,2021-12-17,2021,Listing Misrepresentation,Medium,Closed,Internal Audit,3,1381.17,0,Warning Issued,1
V00812,50,2021-07-13,2021,Policy Breach,Medium,Under Investigation,User,15,598.32,0,Warning Issued,1
V00813,50,2021-11-23,2021,Listing Misrepresentation,Medium,Closed,Compliance Team,7,280.73,0,Listing Removed,1
V00814,50,2022-01-01,2022,Product Quality Issue,High,Open,Compliance Team,5,2389.34,0,Listing Removed,0
V00815,50,2022-10-10,2022,Fraud Suspicion,High,Escalated,User,16,1652.85,1,Seller Suspended,0
V00816,50,2022-08-06,2022,Late Fulfillment,Medium,Closed,User,14,1219.46,0,Warning Issued,1
V00817,50,2022-10-21,2022,Fraud Suspicion,High,Escalated,System Detection,19,2031.91,1,Seller Suspended,0
V00818,50,2023-11-07,2023,Regulatory Non-Compliance,Low,Under Investigation,User,9,488.81,0,No Action,1
V00819,50,2023-10-20,2023,Late Fulfillment,Low,Closed,Compliance Team,4,496.98,0,No Action,1
V00820,50,2023-06-08,2023,Late Fulfillment,Medium,Open,Internal Audit,13,293.45,0,Listing Removed,0
V00821,50,2024-01-17,2024,Fraud Suspicion,High,Escalated,User,14,2517.0,1,Listing Removed,0
V00822,50,2024-02-01,2024,Late Fulfillment,Low,Escalated,Compliance Team,11,133.36,0,No Action,0
V00823,50,2024-03-23,2024,Fraud Suspicion,Critical,Escalated,System Detection,5,4891.08,1,Seller Suspended,1
V00824,50,2024-07-16,2024,Fraud Suspicion,High,Under Investigation,System Detection,3,1650.07,1,No Action,1
V00825,50,2024-12-17,2024,Fraud Suspicion,Critical,Escalated,Compliance Team,10,7947.14,1,Payout Hold,1
V00826,50,2024-11-22,2024,Late Fulfillment,High,Open,Compliance Team,6,3665.28,0,Listing Removed,0
V00827,50,2025-07-08,2025,Fraud Suspicion,Medium,Escalated,User,2,1318.85,1,Warning Issued,0
V00828,51,2021-05-04,2021,Fraud Suspicion,Low,Closed,User,7,182.93,1,Payout Hold,1
V00829,51,2021-03-01,2021,Regulatory Non-Compliance,Low,Closed,System Detection,4,396.66,0,Warning Issued,1
V00830,51,2022-04-19,2022,Product Quality Issue,Medium,Closed,Internal Audit,14,648.03,1,Warning Issued,1
V00831,51,2022-11-22,2022,Fraud Suspicion,Low,Closed,System Detection,6,459.86,1,Warning Issued,1
V00832,51,2022-05-01,2022,Policy Breach,High,Escalated,Internal Audit,14,2352.58,0,Payout Hold,0
V00833,51,2022-01-26,2022,Fraud Suspicion,High,Closed,Internal Audit,3,3600.63,1,Warning Issued,1
V00834,51,2022-11-03,2022,Fraud Suspicion,High,Escalated,User,10,3839.9,1,Payout Hold,0
V00835,51,2022-07-02,2022,Product Quality Issue,Critical,Under Investigation,User,8,7917.99,1,Seller Suspended,0
V00836,51,2023-08-11,2023,Product Quality Issue,Critical,Under Investigation,Internal Audit,12,5495.83,0,Payout Hold,1
V00837,51,2024-04-04,2024,Policy Breach,Critical,Open,User,2,2751.24,1,Listing Removed,1
V00838,51,2024-06-16,2024,Late Fulfillment,Medium,Closed,User,3,258.61,0,Warning Issued,1
V00839,51,2024-09-15,2024,Listing Misrepresentation,High,Under Investigation,Compliance Team,16,2779.26,0,Payout Hold,0
V00840,51,2024-04-13,2024,Listing Misrepresentation,Critical,Under Investigation,User,5,3843.45,1,Listing Removed,0
V00841,51,2024-10-24,2024,Late Fulfillment,High,Open,User,13,2950.22,1,Payout Hold,0
V00842,51,2025-01-23,2025,Product Quality Issue,Low,Under Investigation,System Detection,9,277.6,0,Listing Removed,0
V00843,51,2025-02-28,2025,Late Fulfillment,High,Escalated,User,6,2835.17,0,Seller Suspended,0
V00844,51,2025-04-10,2025,Policy Breach,Critical,Under Investigation,System Detection,15,6399.7,0,Payout Hold,0
V00845,51,2025-02-13,2025,Product Quality Issue,Medium,Closed,Internal Audit,6,573.1,0,No Action,1
V00846,52,2021-05-14,2021,Late Fulfillment,Medium,Closed,User,2,951.7,0,Seller Suspended,1
V00847,52,2021-06-17,2021,Late Fulfillment,Medium,Closed,System Detection,7,1485.41,0,No Action,1
V00848,52,2021-09-19,2021,Policy Breach,Low,Closed,Compliance Team,8,4.79,0,Warning Issued,1
V00849,52,2022-01-23,2022,Late Fulfillment,High,Escalated,Compliance Team,6,1904.08,0,Payout Hold,0
V00850,52,2023-06-11,2023,Product Quality Issue,Critical,Under Investigation,User,6,4029.76,1,Listing Removed,1
V00851,52,2023-03-24,2023,Product Quality Issue,Critical,Escalated,User,14,3249.98,1,Payout Hold,0
V00852,52,2023-07-28,2023,Policy Breach,Critical,Escalated,Compliance Team,17,4866.34,1,Seller Suspended,0
V00853,52,2023-02-09,2023,Product Quality Issue,Medium,Closed,Compliance Team,11,340.6,0,Warning Issued,1
V00854,52,2023-01-07,2023,Late Fulfillment,Critical,Escalated,User,9,7218.86,1,Listing Removed,0
V00855,52,2023-07-07,2023,Counterfeit Risk,Medium,Closed,Compliance Team,8,1116.43,0,Listing Removed,1
V00856,52,2024-01-18,2024,Regulatory Non-Compliance,High,Escalated,System Detection,20,1841.74,0,Payout Hold,0
V00857,52,2024-11-03,2024,Regulatory Non-Compliance,High,Escalated,User,5,3524.42,1,Listing Removed,1
V00858,52,2024-06-02,2024,Fraud Suspicion,Critical,Closed,User,16,4649.64,1,Payout Hold,1
V00859,52,2024-12-28,2024,Policy Breach,Medium,Closed,User,9,420.37,1,Warning Issued,1
V00860,52,2025-04-07,2025,Fraud Suspicion,Critical,Under Investigation,User,17,6537.35,1,Payout Hold,1
V00861,52,2025-06-27,2025,Counterfeit Risk,Critical,Open,System Detection,7,5854.79,0,Payout Hold,1
V00862,52,2025-01-06,2025,Late Fulfillment,Medium,Open,User,11,466.3,0,No Action,1
V00863,53,2021-03-08,2021,Fraud Suspicion,Medium,Closed,Internal Audit,17,925.23,1,Warning Issued,1
V00864,53,2021-10-26,2021,Regulatory Non-Compliance,High,Escalated,User,2,2985.75,1,No Action,0
V00865,53,2021-08-27,2021,Listing Misrepresentation,Critical,Under Investigation,Compliance Team,9,7771.43,0,Seller Suspended,0
V00866,53,2021-08-11,2021,Listing Misrepresentation,High,Escalated,User,12,1791.13,0,Listing Removed,0
V00867,53,2021-08-05,2021,Product Quality Issue,Medium,Escalated,User,17,645.82,0,Warning Issued,1
V00868,53,2021-06-13,2021,Product Quality Issue,High,Escalated,User,4,1742.22,0,Listing Removed,0
V00869,53,2022-03-04,2022,Fraud Suspicion,Critical,Escalated,Compliance Team,10,6332.89,1,Listing Removed,1
V00870,53,2022-12-20,2022,Fraud Suspicion,Critical,Escalated,Compliance Team,9,7202.82,1,Listing Removed,0
V00871,53,2022-11-08,2022,Listing Misrepresentation,High,Under Investigation,System Detection,15,2794.53,0,Listing Removed,0
V00872,53,2023-03-06,2023,Fraud Suspicion,High,Under Investigation,Internal Audit,4,1660.94,1,Listing Removed,0
V00873,53,2023-05-05,2023,Fraud Suspicion,Critical,Escalated,User,16,7334.89,1,Payout Hold,1
V00874,53,2023-12-24,2023,Fraud Suspicion,High,Open,User,15,1883.28,1,No Action,0
V00875,53,2024-09-20,2024,Listing Misrepresentation,Critical,Closed,User,11,5291.18,1,Payout Hold,1
V00876,53,2024-06-07,2024,Listing Misrepresentation,Medium,Under Investigation,User,16,1072.42,0,Listing Removed,1
V00877,53,2024-07-08,2024,Fraud Suspicion,High,Closed,Compliance Team,11,1511.49,1,Listing Removed,1
V00878,53,2024-01-14,2024,Fraud Suspicion,High,Escalated,Internal Audit,17,2962.36,1,Listing Removed,0
V00879,53,2024-05-04,2024,Fraud Suspicion,Critical,Escalated,User,6,3701.01,1,Seller Suspended,1
V00880,53,2024-12-19,2024,Listing Misrepresentation,High,Open,System Detection,12,3480.0,0,Payout Hold,1
V00881,53,2025-07-13,2025,Fraud Suspicion,High,Closed,User,4,3006.47,1,Warning Issued,1
V00882,53,2025-12-04,2025,Fraud Suspicion,High,Escalated,Compliance Team,5,2721.69,1,Warning Issued,1
V00883,53,2025-02-27,2025,Late Fulfillment,Medium,Under Investigation,Internal Audit,16,1186.48,0,Warning Issued,0
V00884,54,2021-09-05,2021,Product Quality Issue,High,Under Investigation,User,7,3290.73,0,Warning Issued,0
V00885,54,2021-01-13,2021,Listing Misrepresentation,Medium,Open,Compliance Team,17,472.08,0,No Action,0
V00886,54,2021-11-17,2021,Fraud Suspicion,High,Escalated,User,16,2913.42,1,No Action,1
V00887,54,2021-12-04,2021,Policy Breach,Medium,Open,Compliance Team,4,1412.7,0,Warning Issued,0
V00888,54,2021-01-10,2021,Counterfeit Risk,High,Under Investigation,Compliance Team,15,2533.24,1,Payout Hold,1
V00889,54,2022-02-16,2022,Fraud Suspicion,Medium,Closed,User,11,1470.96,1,Payout Hold,1
V00890,54,2023-11-06,2023,Late Fulfillment,High,Under Investigation,System Detection,15,2229.46,1,Payout Hold,1
V00891,54,2023-01-01,2023,Late Fulfillment,High,Escalated,User,4,2895.42,1,Warning Issued,0
V00892,54,2023-09-08,2023,Counterfeit Risk,Medium,Escalated,System Detection,12,1019.93,0,No Action,0
V00893,54,2023-01-15,2023,Policy Breach,Medium,Closed,Compliance Team,20,533.92,0,Warning Issued,1
V00894,54,2024-09-20,2024,Policy Breach,Medium,Escalated,Internal Audit,9,1268.2,0,Warning Issued,0
V00895,54,2025-11-18,2025,Policy Breach,High,Closed,Compliance Team,3,2656.45,1,Listing Removed,1
V00896,54,2025-02-07,2025,Fraud Suspicion,High,Open,User,12,3150.69,1,No Action,1
V00897,54,2025-12-08,2025,Late Fulfillment,High,Open,System Detection,16,3124.74,0,Payout Hold,0
V00898,55,2021-08-13,2021,Counterfeit Risk,Low,Closed,User,12,495.31,0,No Action,1
V00899,55,2021-09-17,2021,Counterfeit Risk,High,Under Investigation,Internal Audit,9,2863.51,0,Seller Suspended,0
V00900,55,2021-08-17,2021,Policy Breach,Medium,Closed,User,13,916.55,0,Payout Hold,1
V00901,55,2021-06-22,2021,Product Quality Issue,High,Open,System Detection,8,3195.65,0,Seller Suspended,0
V00902,55,2021-07-18,2021,Listing Misrepresentation,Medium,Escalated,User,5,367.75,0,Payout Hold,0
V00903,55,2021-10-19,2021,Fraud Suspicion,Critical,Escalated,User,6,2549.68,1,Seller Suspended,0
V00904,55,2022-01-15,2022,Late Fulfillment,Medium,Closed,Compliance Team,2,987.83,0,Listing Removed,1
V00905,55,2022-08-19,2022,Product Quality Issue,Medium,Closed,User,9,994.11,0,Payout Hold,1
V00906,55,2022-05-18,2022,Listing Misrepresentation,Medium,Closed,System Detection,10,344.08,0,Listing Removed,1
V00907,55,2023-02-14,2023,Late Fulfillment,High,Under Investigation,Compliance Team,3,2744.57,0,Listing Removed,0
V00908,55,2023-10-18,2023,Fraud Suspicion,High,Closed,User,17,2183.5,1,Payout Hold,1
V00909,55,2023-02-27,2023,Counterfeit Risk,Medium,Open,Compliance Team,1,941.1,0,Listing Removed,0
V00910,55,2023-05-18,2023,Listing Misrepresentation,High,Escalated,User,15,1989.64,1,Seller Suspended,0
V00911,55,2023-10-20,2023,Late Fulfillment,Critical,Closed,User,17,7260.22,0,Payout Hold,1
V00912,55,2024-06-01,2024,Late Fulfillment,Low,Closed,Internal Audit,8,455.86,0,No Action,1
V00913,55,2024-10-12,2024,Product Quality Issue,Low,Escalated,System Detection,10,175.67,0,Warning Issued,0
V00914,55,2025-09-22,2025,Policy Breach,Medium,Closed,User,3,1151.27,0,Listing Removed,1
V00915,55,2025-08-06,2025,Product Quality Issue,Low,Closed,User,20,73.73,1,No Action,1
V00916,55,2025-05-09,2025,Fraud Suspicion,High,Open,Compliance Team,13,2995.8,1,Payout Hold,1
V00917,55,2025-06-06,2025,Late Fulfillment,Medium,Open,User,11,1014.1,0,No Action,0
V00918,55,2025-07-25,2025,Fraud Suspicion,Critical,Open,User,14,4324.82,1,Seller Suspended,0
V00919,55,2025-08-26,2025,Fraud Suspicion,High,Closed,System Detection,8,2623.55,1,Listing Removed,1
V00920,56,2021-04-20,2021,Product Quality Issue,Low,Closed,User,8,320.63,0,No Action,1
V00921,56,2021-02-05,2021,Late Fulfillment,Medium,Under Investigation,Compliance Team,2,1286.12,0,Warning Issued,1
V00922,56,2021-07-05,2021,Policy Breach,High,Escalated,Internal Audit,15,3151.39,0,Warning Issued,0
V00923,56,2022-08-16,2022,Late Fulfillment,High,Closed,User,5,1739.14,0,Payout Hold,1
V00924,56,2022-11-11,2022,Product Quality Issue,Low,Closed,User,9,408.76,0,Warning Issued,1
V00925,56,2022-06-04,2022,Listing Misrepresentation,Critical,Under Investigation,User,5,2962.18,0,Payout Hold,0
V00926,56,2023-01-12,2023,Late Fulfillment,Critical,Closed,Internal Audit,8,3276.3,1,Payout Hold,1
V00927,56,2023-12-28,2023,Late Fulfillment,High,Under Investigation,System Detection,4,3417.33,0,Listing Removed,0
V00928,56,2023-10-07,2023,Fraud Suspicion,High,Under Investigation,User,11,1653.32,1,Listing Removed,0
V00929,56,2024-11-17,2024,Policy Breach,Critical,Under Investigation,System Detection,3,5109.39,0,Listing Removed,1
V00930,57,2021-06-26,2021,Late Fulfillment,Medium,Under Investigation,User,6,943.56,0,Warning Issued,0
V00931,57,2022-08-23,2022,Listing Misrepresentation,Medium,Closed,Internal Audit,13,1161.17,0,No Action,1
V00932,57,2023-02-17,2023,Late Fulfillment,Medium,Under Investigation,System Detection,7,870.71,0,No Action,0
V00933,57,2023-03-19,2023,Product Quality Issue,Critical,Open,User,13,3913.24,1,Seller Suspended,0
V00934,57,2023-06-02,2023,Product Quality Issue,High,Open,Internal Audit,9,2662.31,0,Payout Hold,0
V00935,57,2024-11-23,2024,Counterfeit Risk,Low,Closed,System Detection,8,172.49,0,Warning Issued,1
V00936,57,2024-12-17,2024,Late Fulfillment,High,Closed,User,11,2748.52,0,Seller Suspended,1
V00937,57,2024-06-27,2024,Product Quality Issue,High,Escalated,User,11,2554.94,0,Listing Removed,0
V00938,57,2024-02-15,2024,Product Quality Issue,High,Closed,User,10,1221.94,0,Payout Hold,1
V00939,57,2025-11-20,2025,Late Fulfillment,Critical,Escalated,User,5,4308.02,1,Payout Hold,1
V00940,57,2025-07-16,2025,Late Fulfillment,Critical,Open,User,9,3697.01,0,Listing Removed,0
V00941,57,2025-07-28,2025,Policy Breach,High,Escalated,Compliance Team,6,1239.36,0,Seller Suspended,0
V00942,57,2025-01-24,2025,Product Quality Issue,Critical,Closed,User,10,7083.67,0,Seller Suspended,1
V00943,58,2021-06-05,2021,Product Quality Issue,Medium,Closed,User,12,1278.89,0,Warning Issued,1
V00944,58,2021-11-11,2021,Policy Breach,High,Open,User,16,3883.55,0,Seller Suspended,0
V00945,58,2021-03-22,2021,Listing Misrepresentation,High,Open,User,5,3361.79,0,Payout Hold,1
V00946,58,2021-03-28,2021,Product Quality Issue,High,Open,User,8,2048.69,0,Seller Suspended,0
V00947,58,2021-12-17,2021,Listing Misrepresentation,High,Open,User,2,1369.05,0,Payout Hold,0
V00948,58,2022-12-15,2022,Fraud Suspicion,Critical,Under Investigation,Internal Audit,4,3269.23,1,Seller Suspended,0
V00949,58,2023-10-08,2023,Fraud Suspicion,High,Closed,Compliance Team,15,3926.28,1,Payout Hold,1
V00950,58,2023-07-03,2023,Policy Breach,High,Closed,User,9,3461.23,1,Seller Suspended,1
V00951,58,2023-03-12,2023,Policy Breach,High,Closed,Internal Audit,4,3733.04,1,Seller Suspended,1
V00952,58,2023-01-28,2023,Fraud Suspicion,High,Escalated,User,5,2229.58,1,Payout Hold,0
V00953,58,2023-02-13,2023,Late Fulfillment,Critical,Open,System Detection,17,5928.99,0,Seller Suspended,0
V00954,58,2023-04-11,2023,Policy Breach,Critical,Under Investigation,User,12,7798.34,0,No Action,0
V00955,58,2024-08-07,2024,Fraud Suspicion,Critical,Open,User,6,7297.99,1,Seller Suspended,0
V00956,58,2024-02-17,2024,Late Fulfillment,Critical,Closed,User,14,5224.13,1,Listing Removed,1
V00957,58,2024-11-28,2024,Regulatory Non-Compliance,Critical,Open,Compliance Team,10,7220.08,0,Payout Hold,1
V00958,58,2024-06-25,2024,Counterfeit Risk,High,Escalated,User,10,3678.27,0,Payout Hold,0
V00959,58,2025-01-21,2025,Policy Breach,Critical,Escalated,Compliance Team,9,7115.29,0,Seller Suspended,1
V00960,59,2021-04-10,2021,Product Quality Issue,High,Closed,System Detection,7,2409.68,0,Listing Removed,1
V00961,59,2021-09-08,2021,Late Fulfillment,Medium,Open,User,1,540.69,0,Warning Issued,1
V00962,59,2021-06-07,2021,Policy Breach,Critical,Open,User,5,3417.72,1,Payout Hold,0
V00963,59,2022-04-03,2022,Product Quality Issue,Medium,Closed,Compliance Team,2,259.15,0,Listing Removed,1
V00964,59,2023-12-23,2023,Product Quality Issue,High,Under Investigation,User,10,3993.49,1,Listing Removed,0
V00965,59,2023-10-16,2023,Late Fulfillment,Critical,Open,User,13,7736.65,0,Payout Hold,0
V00966,59,2023-03-24,2023,Late Fulfillment,Critical,Open,Compliance Team,14,7955.21,0,Payout Hold,0
V00967,59,2024-05-27,2024,Policy Breach,Low,Under Investigation,User,5,30.97,0,No Action,0
V00968,59,2025-04-02,2025,Late Fulfillment,Medium,Under Investigation,User,11,439.31,0,No Action,1
V00969,59,2025-04-13,2025,Late Fulfillment,Medium,Under Investigation,User,9,979.24,0,No Action,0
V00970,59,2025-01-02,2025,Fraud Suspicion,High,Open,User,14,2846.01,1,Payout Hold,0
V00971,59,2025-08-06,2025,Fraud Suspicion,Critical,Closed,User,8,5099.38,1,Seller Suspended,1
V00972,59,2025-03-06,2025,Fraud Suspicion,Critical,Under Investigation,User,8,6404.7,1,Seller Suspended,0
V00973,59,2025-08-04,2025,Product Quality Issue,Critical,Escalated,User,17,4185.16,1,Payout Hold,0
V00974,60,2021-05-10,2021,Regulatory Non-Compliance,Medium,Open,User,17,430.09,0,Listing Removed,0
V00975,60,2021-02-05,2021,Fraud Suspicion,High,Open,User,16,3225.72,1,Listing Removed,1
V00976,60,2021-07-20,2021,Fraud Suspicion,High,Under Investigation,User,3,1947.42,1,Payout Hold,0
V00977,60,2021-11-15,2021,Listing Misrepresentation,High,Closed,System Detection,11,2034.84,0,Listing Removed,1
V00978,60,2022-02-13,2022,Late Fulfillment,Low,Closed,System Detection,12,573.05,0,Warning Issued,1
V00979,60,2022-02-06,2022,Policy Breach,Medium,Closed,System Detection,8,606.92,0,No Action,1
V00980,60,2023-05-16,2023,Product Quality Issue,High,Escalated,User,5,2263.9,0,Payout Hold,0
V00981,60,2023-01-17,2023,Product Quality Issue,Medium,Under Investigation,Compliance Team,7,538.4,0,Listing Removed,0
V00982,60,2024-10-02,2024,Product Quality Issue,High,Under Investigation,System Detection,10,2713.84,1,Warning Issued,1
V00983,60,2024-04-13,2024,Policy Breach,High,Under Investigation,User,18,2311.14,1,Listing Removed,0
V00984,60,2024-02-08,2024,Product Quality Issue,Medium,Open,Compliance Team,5,460.22,0,No Action,1
V00985,60,2025-01-12,2025,Counterfeit Risk,High,Closed,System Detection,18,3379.84,1,Listing Removed,1
V00986,60,2025-08-08,2025,Product Quality Issue,Low,Closed,User,8,53.99,0,Payout Hold,1
V00987,60,2025-01-01,2025,Fraud Suspicion,High,Escalated,Compliance Team,14,2483.42,1,Listing Removed,0
V00988,60,2025-09-25,2025,Listing Misrepresentation,High,Open,Internal Audit,15,2010.52,1,Seller Suspended,0
V00989,61,2021-07-16,2021,Listing Misrepresentation,Critical,Escalated,User,13,3153.07,1,Payout Hold,1
V00990,61,2021-02-04,2021,Late Fulfillment,Low,Closed,User,9,197.84,0,No Action,1
V00991,61,2021-05-05,2021,Late Fulfillment,Low,Open,User,7,194.37,0,Warning Issued,0
V00992,61,2022-07-19,2022,Product Quality Issue,Low,Closed,Internal Audit,2,517.94,0,No Action,1
V00993,61,2022-01-04,2022,Late Fulfillment,Low,Closed,Compliance Team,6,486.07,0,No Action,1
V00994,61,2023-12-17,2023,Late Fulfillment,Low,Closed,User,1,553.47,0,Warning Issued,1
V00995,61,2024-03-02,2024,Product Quality Issue,High,Open,User,5,1974.29,0,Listing Removed,1
V00996,61,2024-11-07,2024,Listing Misrepresentation,Medium,Escalated,User,3,818.04,0,Warning Issued,0
V00997,61,2024-09-05,2024,Product Quality Issue,Medium,Closed,System Detection,17,1422.84,0,Seller Suspended,1
V00998,61,2024-06-12,2024,Product Quality Issue,Medium,Escalated,User,13,1354.21,0,Listing Removed,0
V00999,61,2024-05-14,2024,Listing Misrepresentation,Low,Under Investigation,User,3,85.99,0,Warning Issued,1
V01000,61,2024-03-07,2024,Regulatory Non-Compliance,Medium,Closed,User,3,784.02,0,No Action,1
V01001,61,2025-09-23,2025,Late Fulfillment,Medium,Under Investigation,Compliance Team,13,1364.01,0,No Action,0
V01002,61,2025-12-02,2025,Late Fulfillment,High,Escalated,User,11,3475.65,1,Listing Removed,0
V01003,61,2025-01-12,2025,Product Quality Issue,High,Escalated,User,10,1446.7,1,Payout Hold,0
V01004,61,2025-08-14,2025,Late Fulfillment,Medium,Closed,Internal Audit,1,479.09,1,Seller Suspended,1
V01005,61,2025-07-28,2025,Policy Breach,Critical,Escalated,User,2,7207.59,0,No Action,1
V01006,62,2021-07-28,2021,Product Quality Issue,Medium,Closed,Internal Audit,2,616.81,0,No Action,1
